type,description,severity,location.type,location.coordinates,reportedAt,verified
poor_lighting,Area reported to have poor street lighting,4,Point,"[77.320078, 28.387177]",02-11-2023 13:24,FALSE
other,Miscellaneous safety concern reported,4,Point,"[77.196731, 28.585583]",17-03-2025 13:24,FALSE
other,Miscellaneous safety concern reported,4,Point,"[77.432515, 28.528632]",08-07-2023 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,2,Point,"[77.224049, 28.5836]",07-12-2023 13:24,FALSE
other,Miscellaneous safety concern reported,3,Point,"[77.013587, 28.432565]",30-10-2024 13:24,TRUE
harassment,Reported incident of harassment,1,Point,"[77.305376, 28.433752]",18-07-2023 13:24,TRUE
harassment,Reported incident of harassment,5,Point,"[77.398363, 28.519108]",18-05-2024 13:24,TRUE
other,Miscellaneous safety concern reported,5,Point,"[77.489976, 28.701116]",15-05-2023 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,5,Point,"[77.346006, 28.574549]",12-12-2023 13:24,FALSE
theft,Reported theft case,2,Point,"[77.04427, 28.439689]",03-11-2023 13:24,FALSE
other,Miscellaneous safety concern reported,4,Point,"[77.279086, 28.426731]",07-04-2025 13:24,FALSE
theft,Reported theft case,5,Point,"[77.18507, 28.662175]",20-11-2024 13:24,FALSE
harassment,Reported incident of harassment,1,Point,"[77.021064, 28.461257]",19-09-2024 13:24,TRUE
other,Miscellaneous safety concern reported,1,Point,"[77.300314, 28.388105]",29-11-2023 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,4,Point,"[77.457682, 28.692567]",20-11-2023 13:24,TRUE
theft,Reported theft case,4,Point,"[77.425261, 28.487211]",11-02-2025 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,1,Point,"[77.420101, 28.716238]",08-07-2024 13:24,FALSE
harassment,Reported incident of harassment,3,Point,"[77.19448, 28.63978]",12-12-2022 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,2,Point,"[77.039619, 28.459596]",21-03-2025 13:24,TRUE
other,Miscellaneous safety concern reported,4,Point,"[77.290221, 28.435878]",15-02-2024 13:24,TRUE
other,Miscellaneous safety concern reported,4,Point,"[77.366002, 28.402091]",07-08-2023 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,3,Point,"[77.035201, 28.418669]",22-07-2024 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,4,Point,"[77.344423, 28.371576]",18-12-2024 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,1,Point,"[77.294067, 28.414546]",15-01-2025 13:24,TRUE
theft,Reported theft case,1,Point,"[77.011346, 28.480205]",09-04-2025 13:24,FALSE
other,Miscellaneous safety concern reported,2,Point,"[77.019028, 28.477051]",21-07-2023 13:24,TRUE
harassment,Reported incident of harassment,2,Point,"[77.019196, 28.424482]",16-08-2023 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,5,Point,"[77.36478, 28.527216]",24-01-2023 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,5,Point,"[77.422528, 28.649037]",04-01-2023 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,2,Point,"[77.375059, 28.497899]",27-06-2023 13:24,TRUE
harassment,Reported incident of harassment,3,Point,"[77.465214, 28.679883]",28-03-2023 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,4,Point,"[77.43818, 28.539405]",28-11-2024 13:24,FALSE
theft,Reported theft case,1,Point,"[77.185699, 28.571876]",14-05-2024 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,4,Point,"[77.429502, 28.6821]",25-08-2024 13:24,TRUE
harassment,Reported incident of harassment,1,Point,"[77.175808, 28.57059]",19-04-2023 13:24,FALSE
harassment,Reported incident of harassment,4,Point,"[77.290042, 28.419469]",31-12-2022 13:24,TRUE
other,Miscellaneous safety concern reported,3,Point,"[77.076013, 28.464737]",25-07-2023 13:24,FALSE
other,Miscellaneous safety concern reported,2,Point,"[76.990567, 28.454385]",15-05-2023 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,1,Point,"[77.040741, 28.448553]",24-12-2022 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,1,Point,"[77.490355, 28.683976]",15-08-2023 13:24,FALSE
other,Miscellaneous safety concern reported,3,Point,"[77.422428, 28.529545]",24-05-2023 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,1,Point,"[77.360692, 28.375727]",01-01-2024 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,1,Point,"[77.409372, 28.546429]",08-06-2024 13:24,TRUE
other,Miscellaneous safety concern reported,3,Point,"[77.408747, 28.636051]",24-02-2023 13:24,FALSE
harassment,Reported incident of harassment,1,Point,"[77.353751, 28.487928]",01-01-2025 13:24,FALSE
other,Miscellaneous safety concern reported,1,Point,"[77.387969, 28.551957]",20-06-2023 13:24,TRUE
theft,Reported theft case,4,Point,"[77.366096, 28.534149]",09-12-2024 13:24,TRUE
other,Miscellaneous safety concern reported,3,Point,"[77.400281, 28.52656]",01-10-2024 13:24,FALSE
theft,Reported theft case,4,Point,"[77.176892, 28.622899]",16-02-2023 13:24,TRUE
harassment,Reported incident of harassment,2,Point,"[77.41903, 28.534683]",18-03-2024 13:24,FALSE
harassment,Reported incident of harassment,1,Point,"[77.430337, 28.563109]",23-07-2024 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,1,Point,"[77.464162, 28.674252]",26-06-2023 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,2,Point,"[77.397677, 28.581824]",25-09-2023 13:24,TRUE
other,Miscellaneous safety concern reported,4,Point,"[76.995244, 28.504183]",30-07-2023 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,2,Point,"[77.174089, 28.648806]",02-08-2024 13:24,FALSE
other,Miscellaneous safety concern reported,5,Point,"[77.258314, 28.60662]",20-01-2023 13:24,FALSE
theft,Reported theft case,5,Point,"[77.425344, 28.501742]",08-07-2024 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,1,Point,"[77.356824, 28.570658]",26-01-2025 13:24,TRUE
harassment,Reported incident of harassment,2,Point,"[77.449892, 28.66819]",11-03-2025 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,2,Point,"[77.204699, 28.565493]",04-08-2024 13:24,TRUE
other,Miscellaneous safety concern reported,5,Point,"[77.276909, 28.441177]",23-12-2023 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,4,Point,"[77.327333, 28.364295]",13-04-2025 13:24,FALSE
other,Miscellaneous safety concern reported,1,Point,"[77.314911, 28.415019]",14-05-2025 13:24,TRUE
theft,Reported theft case,4,Point,"[77.185548, 28.610769]",19-04-2025 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,1,Point,"[77.284469, 28.416635]",07-01-2024 13:24,TRUE
other,Miscellaneous safety concern reported,5,Point,"[76.98103, 28.417158]",05-01-2023 13:24,FALSE
other,Miscellaneous safety concern reported,4,Point,"[77.342614, 28.543274]",20-09-2024 13:24,FALSE
other,Miscellaneous safety concern reported,1,Point,"[77.251309, 28.633856]",19-07-2023 13:24,TRUE
other,Miscellaneous safety concern reported,4,Point,"[77.479761, 28.681284]",05-02-2023 13:24,FALSE
theft,Reported theft case,5,Point,"[77.203461, 28.653272]",17-03-2024 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,3,Point,"[77.172637, 28.645526]",21-11-2023 13:24,FALSE
theft,Reported theft case,4,Point,"[77.170372, 28.599018]",11-01-2023 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,3,Point,"[77.31758, 28.450979]",22-04-2024 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,3,Point,"[77.381333, 28.575582]",17-08-2023 13:24,FALSE
theft,Reported theft case,1,Point,"[77.198402, 28.602341]",10-09-2023 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,2,Point,"[77.201071, 28.639704]",22-02-2025 13:24,TRUE
harassment,Reported incident of harassment,4,Point,"[77.378856, 28.544053]",16-02-2025 13:24,TRUE
theft,Reported theft case,2,Point,"[77.003769, 28.448605]",04-07-2024 13:24,TRUE
theft,Reported theft case,1,Point,"[77.27937, 28.451718]",25-04-2023 13:24,FALSE
harassment,Reported incident of harassment,5,Point,"[77.35824, 28.580019]",24-12-2023 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,1,Point,"[77.181928, 28.595483]",26-07-2024 13:24,TRUE
theft,Reported theft case,4,Point,"[77.01636, 28.425632]",02-12-2023 13:24,FALSE
harassment,Reported incident of harassment,5,Point,"[77.415889, 28.584122]",14-12-2023 13:24,FALSE
theft,Reported theft case,1,Point,"[77.293549, 28.436315]",21-03-2024 13:24,FALSE
theft,Reported theft case,5,Point,"[77.404017, 28.62146]",23-02-2024 13:24,TRUE
other,Miscellaneous safety concern reported,5,Point,"[77.3446, 28.573885]",13-09-2023 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,4,Point,"[77.17412, 28.628193]",18-11-2024 13:24,TRUE
other,Miscellaneous safety concern reported,3,Point,"[77.236366, 28.59769]",09-01-2025 13:24,TRUE
theft,Reported theft case,5,Point,"[77.205887, 28.581569]",30-01-2024 13:24,FALSE
harassment,Reported incident of harassment,4,Point,"[77.335243, 28.407654]",29-02-2024 13:24,TRUE
other,Miscellaneous safety concern reported,5,Point,"[77.409948, 28.548739]",17-07-2024 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,4,Point,"[77.358085, 28.488785]",02-10-2024 13:24,TRUE
other,Miscellaneous safety concern reported,3,Point,"[77.076431, 28.497331]",30-09-2024 13:24,TRUE
harassment,Reported incident of harassment,2,Point,"[77.358576, 28.51712]",10-12-2022 13:24,TRUE
harassment,Reported incident of harassment,4,Point,"[77.160683, 28.658154]",10-01-2023 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,4,Point,"[77.355097, 28.546637]",05-10-2023 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,5,Point,"[77.006105, 28.462465]",16-11-2024 13:24,FALSE
harassment,Reported incident of harassment,5,Point,"[77.364121, 28.441992]",04-07-2023 13:24,TRUE
theft,Reported theft case,5,Point,"[77.181289, 28.602245]",17-05-2024 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,3,Point,"[77.21428, 28.630064]",20-08-2024 13:24,FALSE
harassment,Reported incident of harassment,5,Point,"[77.419185, 28.647216]",16-12-2024 13:24,TRUE
theft,Reported theft case,4,Point,"[77.018569, 28.410514]",09-07-2024 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,2,Point,"[77.22426, 28.599984]",02-07-2024 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,5,Point,"[77.405161, 28.544612]",05-09-2023 13:24,FALSE
other,Miscellaneous safety concern reported,1,Point,"[77.411325, 28.573782]",22-03-2023 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,3,Point,"[77.367682, 28.395937]",03-08-2023 13:24,TRUE
harassment,Reported incident of harassment,4,Point,"[77.193409, 28.606639]",27-10-2023 13:24,TRUE
theft,Reported theft case,3,Point,"[77.495272, 28.701404]",11-04-2023 13:24,TRUE
harassment,Reported incident of harassment,3,Point,"[77.422426, 28.570712]",19-07-2023 13:24,FALSE
harassment,Reported incident of harassment,1,Point,"[77.341821, 28.443269]",04-04-2023 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,3,Point,"[77.330019, 28.381138]",01-04-2025 13:24,FALSE
harassment,Reported incident of harassment,5,Point,"[77.05468, 28.458275]",16-07-2024 13:24,FALSE
theft,Reported theft case,5,Point,"[77.386666, 28.53282]",19-10-2024 13:24,FALSE
harassment,Reported incident of harassment,4,Point,"[76.983228, 28.49066]",17-11-2024 13:24,TRUE
harassment,Reported incident of harassment,4,Point,"[77.043764, 28.450099]",25-04-2025 13:24,FALSE
other,Miscellaneous safety concern reported,3,Point,"[77.02874, 28.435935]",21-02-2024 13:24,TRUE
other,Miscellaneous safety concern reported,3,Point,"[77.44175, 28.658402]",01-02-2023 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,4,Point,"[77.197988, 28.578911]",02-09-2023 13:24,FALSE
harassment,Reported incident of harassment,2,Point,"[77.16623, 28.624087]",28-01-2025 13:24,TRUE
harassment,Reported incident of harassment,4,Point,"[77.274414, 28.385554]",26-06-2023 13:24,FALSE
theft,Reported theft case,5,Point,"[77.228497, 28.583434]",13-02-2024 13:24,FALSE
other,Miscellaneous safety concern reported,4,Point,"[77.467904, 28.623488]",02-04-2025 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,4,Point,"[77.335924, 28.373735]",22-12-2022 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,1,Point,"[77.040221, 28.495615]",14-12-2023 13:24,FALSE
theft,Reported theft case,3,Point,"[77.430996, 28.622247]",04-10-2024 13:24,TRUE
other,Miscellaneous safety concern reported,4,Point,"[77.364131, 28.390577]",13-09-2024 13:24,TRUE
theft,Reported theft case,1,Point,"[77.363761, 28.412464]",05-07-2023 13:24,TRUE
theft,Reported theft case,1,Point,"[77.048552, 28.4516]",05-04-2025 13:24,TRUE
other,Miscellaneous safety concern reported,4,Point,"[77.24361, 28.618125]",07-10-2024 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,4,Point,"[77.217717, 28.620892]",13-03-2025 13:24,FALSE
harassment,Reported incident of harassment,1,Point,"[77.332989, 28.409101]",11-07-2024 13:24,TRUE
harassment,Reported incident of harassment,1,Point,"[77.48465, 28.635206]",14-06-2023 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,4,Point,"[77.004918, 28.445109]",28-03-2023 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,4,Point,"[76.983901, 28.496107]",08-03-2024 13:24,TRUE
other,Miscellaneous safety concern reported,4,Point,"[77.354001, 28.533707]",19-02-2025 13:24,TRUE
harassment,Reported incident of harassment,1,Point,"[77.435405, 28.634532]",30-01-2025 13:24,TRUE
other,Miscellaneous safety concern reported,5,Point,"[76.984335, 28.446682]",26-02-2025 13:24,FALSE
other,Miscellaneous safety concern reported,2,Point,"[76.979158, 28.46844]",21-05-2025 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,2,Point,"[77.220713, 28.564483]",28-03-2025 13:24,TRUE
harassment,Reported incident of harassment,3,Point,"[77.502285, 28.660965]",16-01-2025 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,2,Point,"[77.474998, 28.622068]",27-04-2025 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,2,Point,"[77.167039, 28.658977]",08-12-2024 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,3,Point,"[77.171845, 28.649798]",19-05-2023 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,3,Point,"[77.312946, 28.40242]",13-02-2023 13:24,TRUE
theft,Reported theft case,5,Point,"[77.355625, 28.48948]",26-01-2024 13:24,FALSE
other,Miscellaneous safety concern reported,5,Point,"[77.278502, 28.403781]",17-09-2024 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,2,Point,"[77.404104, 28.653284]",24-03-2025 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,1,Point,"[77.069353, 28.410343]",18-09-2023 13:24,TRUE
harassment,Reported incident of harassment,2,Point,"[77.068845, 28.449867]",29-11-2024 13:24,FALSE
other,Miscellaneous safety concern reported,2,Point,"[77.250048, 28.587893]",11-11-2023 13:24,TRUE
harassment,Reported incident of harassment,4,Point,"[77.181691, 28.618055]",10-01-2025 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,3,Point,"[76.985743, 28.465678]",11-12-2022 13:24,TRUE
theft,Reported theft case,4,Point,"[77.305861, 28.454607]",08-05-2025 13:24,FALSE
other,Miscellaneous safety concern reported,2,Point,"[77.18953, 28.651652]",05-07-2024 13:24,TRUE
harassment,Reported incident of harassment,2,Point,"[77.393442, 28.525353]",21-04-2024 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,5,Point,"[77.03956, 28.417095]",13-11-2023 13:24,FALSE
theft,Reported theft case,2,Point,"[77.284504, 28.428996]",22-09-2024 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,1,Point,"[77.073442, 28.445223]",30-12-2022 13:24,FALSE
other,Miscellaneous safety concern reported,5,Point,"[77.433825, 28.5776]",21-12-2023 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,2,Point,"[77.289234, 28.449367]",20-03-2023 13:24,FALSE
theft,Reported theft case,3,Point,"[77.059823, 28.49448]",06-05-2023 13:24,TRUE
theft,Reported theft case,3,Point,"[77.494657, 28.706974]",13-04-2025 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,2,Point,"[77.048766, 28.500455]",09-03-2023 13:24,TRUE
theft,Reported theft case,5,Point,"[77.238536, 28.619797]",11-01-2023 13:24,FALSE
theft,Reported theft case,5,Point,"[77.166377, 28.608387]",28-01-2025 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,5,Point,"[77.337906, 28.438377]",11-06-2024 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,1,Point,"[77.182046, 28.593898]",07-08-2023 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,2,Point,"[77.328065, 28.403967]",29-01-2023 13:24,TRUE
harassment,Reported incident of harassment,3,Point,"[77.355548, 28.37126]",21-06-2024 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,1,Point,"[77.342402, 28.583995]",25-12-2022 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,3,Point,"[77.428292, 28.501784]",21-01-2023 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,1,Point,"[77.073957, 28.415118]",27-11-2023 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,4,Point,"[77.393782, 28.577164]",18-08-2023 13:24,FALSE
harassment,Reported incident of harassment,2,Point,"[77.166545, 28.610698]",22-04-2023 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,4,Point,"[77.347475, 28.412605]",04-01-2025 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,2,Point,"[76.99897, 28.442224]",16-05-2024 13:24,FALSE
harassment,Reported incident of harassment,5,Point,"[77.345272, 28.497056]",18-04-2023 13:24,TRUE
theft,Reported theft case,3,Point,"[77.197228, 28.577144]",03-09-2024 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,5,Point,"[77.284161, 28.368287]",18-08-2023 13:24,TRUE
other,Miscellaneous safety concern reported,4,Point,"[76.982589, 28.44809]",12-10-2024 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,4,Point,"[77.003911, 28.418796]",11-04-2023 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,4,Point,"[77.183579, 28.580008]",12-05-2025 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,3,Point,"[77.072282, 28.471847]",12-02-2024 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,5,Point,"[77.345179, 28.582712]",12-12-2023 13:24,TRUE
harassment,Reported incident of harassment,3,Point,"[77.046669, 28.440644]",21-11-2023 13:24,FALSE
theft,Reported theft case,2,Point,"[77.460755, 28.717971]",23-04-2025 13:24,FALSE
theft,Reported theft case,5,Point,"[77.302022, 28.432974]",07-01-2025 13:24,TRUE
other,Miscellaneous safety concern reported,4,Point,"[77.348762, 28.439479]",16-02-2025 13:24,TRUE
harassment,Reported incident of harassment,2,Point,"[77.401941, 28.547535]",17-03-2023 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,1,Point,"[77.302339, 28.380914]",03-12-2023 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,4,Point,"[77.413981, 28.551053]",26-01-2024 13:24,FALSE
harassment,Reported incident of harassment,5,Point,"[77.343676, 28.398883]",22-11-2024 13:24,FALSE
harassment,Reported incident of harassment,5,Point,"[77.283276, 28.382873]",10-11-2023 13:24,TRUE
other,Miscellaneous safety concern reported,2,Point,"[77.407492, 28.529755]",07-03-2025 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,3,Point,"[77.440063, 28.712232]",30-07-2023 13:24,TRUE
harassment,Reported incident of harassment,5,Point,"[77.439585, 28.673266]",02-08-2023 13:24,FALSE
theft,Reported theft case,2,Point,"[77.065013, 28.454333]",28-01-2025 13:24,FALSE
other,Miscellaneous safety concern reported,2,Point,"[77.415415, 28.573057]",08-04-2023 13:24,TRUE
theft,Reported theft case,3,Point,"[77.440709, 28.715572]",14-05-2025 13:24,TRUE
harassment,Reported incident of harassment,4,Point,"[77.333507, 28.394315]",12-05-2024 13:24,TRUE
harassment,Reported incident of harassment,1,Point,"[77.339515, 28.3883]",06-05-2024 13:24,FALSE
harassment,Reported incident of harassment,2,Point,"[77.3795, 28.548534]",21-09-2023 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,2,Point,"[76.996515, 28.429997]",03-04-2025 13:24,FALSE
harassment,Reported incident of harassment,1,Point,"[77.386353, 28.530066]",30-04-2023 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,2,Point,"[77.353795, 28.563222]",11-12-2024 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,3,Point,"[77.393887, 28.50427]",19-04-2024 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,4,Point,"[77.223143, 28.615166]",24-11-2024 13:24,TRUE
other,Miscellaneous safety concern reported,1,Point,"[77.210088, 28.641423]",09-07-2023 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,4,Point,"[77.349504, 28.415211]",22-12-2024 13:24,TRUE
other,Miscellaneous safety concern reported,1,Point,"[77.238052, 28.582377]",17-07-2024 13:24,TRUE
other,Miscellaneous safety concern reported,5,Point,"[77.022799, 28.466406]",05-04-2024 13:24,FALSE
harassment,Reported incident of harassment,4,Point,"[77.237074, 28.603293]",10-04-2023 13:24,TRUE
harassment,Reported incident of harassment,4,Point,"[77.37439, 28.573918]",21-03-2023 13:24,TRUE
other,Miscellaneous safety concern reported,4,Point,"[76.989986, 28.47824]",13-11-2024 13:24,TRUE
theft,Reported theft case,5,Point,"[77.372309, 28.547387]",09-12-2023 13:24,FALSE
theft,Reported theft case,3,Point,"[77.269608, 28.36637]",15-09-2023 13:24,TRUE
harassment,Reported incident of harassment,4,Point,"[77.412633, 28.52456]",24-09-2023 13:24,TRUE
other,Miscellaneous safety concern reported,5,Point,"[77.469885, 28.662709]",18-03-2023 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,5,Point,"[77.210813, 28.603065]",07-12-2024 13:24,TRUE
harassment,Reported incident of harassment,4,Point,"[77.050933, 28.464849]",15-06-2024 13:24,TRUE
theft,Reported theft case,5,Point,"[77.343851, 28.548821]",01-01-2025 13:24,TRUE
harassment,Reported incident of harassment,3,Point,"[76.983654, 28.443877]",24-02-2024 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,4,Point,"[77.341097, 28.422078]",14-05-2023 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,4,Point,"[77.342908, 28.533707]",01-05-2024 13:24,TRUE
theft,Reported theft case,2,Point,"[77.300142, 28.423619]",10-01-2024 13:24,TRUE
harassment,Reported incident of harassment,2,Point,"[77.470514, 28.647481]",17-05-2024 13:24,TRUE
other,Miscellaneous safety concern reported,1,Point,"[77.449114, 28.678072]",08-11-2024 13:24,FALSE
harassment,Reported incident of harassment,1,Point,"[77.010496, 28.416624]",21-02-2024 13:24,FALSE
theft,Reported theft case,5,Point,"[77.194782, 28.661081]",06-06-2023 13:24,TRUE
harassment,Reported incident of harassment,4,Point,"[77.393432, 28.538307]",04-09-2024 13:24,TRUE
theft,Reported theft case,3,Point,"[77.272419, 28.397631]",06-02-2025 13:24,FALSE
other,Miscellaneous safety concern reported,4,Point,"[77.428982, 28.678374]",29-04-2023 13:24,TRUE
other,Miscellaneous safety concern reported,1,Point,"[77.335738, 28.391385]",05-10-2024 13:24,TRUE
theft,Reported theft case,2,Point,"[77.215312, 28.581118]",18-11-2024 13:24,FALSE
harassment,Reported incident of harassment,3,Point,"[77.208737, 28.658569]",20-12-2024 13:24,FALSE
theft,Reported theft case,4,Point,"[77.0559, 28.420067]",27-06-2024 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,5,Point,"[77.360933, 28.524003]",21-09-2024 13:24,TRUE
theft,Reported theft case,2,Point,"[76.987225, 28.467987]",17-12-2022 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,4,Point,"[77.465458, 28.701346]",13-12-2022 13:24,FALSE
theft,Reported theft case,3,Point,"[77.330686, 28.416544]",01-03-2024 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,1,Point,"[77.380907, 28.486086]",07-10-2024 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,2,Point,"[77.303494, 28.419146]",15-05-2023 13:24,TRUE
theft,Reported theft case,1,Point,"[77.360988, 28.435778]",13-02-2024 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,1,Point,"[77.472605, 28.684015]",12-03-2025 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,4,Point,"[77.412548, 28.528443]",06-12-2024 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,3,Point,"[77.434888, 28.504254]",21-06-2024 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,1,Point,"[77.445472, 28.6979]",23-04-2023 13:24,FALSE
theft,Reported theft case,4,Point,"[77.236043, 28.629039]",11-09-2023 13:24,TRUE
other,Miscellaneous safety concern reported,4,Point,"[77.34399, 28.398031]",24-09-2023 13:24,FALSE
harassment,Reported incident of harassment,3,Point,"[77.226753, 28.594851]",31-08-2024 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,3,Point,"[76.982734, 28.487661]",08-06-2024 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,5,Point,"[77.016915, 28.465618]",13-08-2024 13:24,TRUE
other,Miscellaneous safety concern reported,4,Point,"[77.445181, 28.681429]",01-03-2024 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,4,Point,"[77.491664, 28.654554]",17-09-2024 13:24,TRUE
other,Miscellaneous safety concern reported,2,Point,"[77.373772, 28.526268]",06-08-2023 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,1,Point,"[77.040898, 28.433132]",07-12-2024 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,4,Point,"[77.326875, 28.378295]",23-10-2023 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,3,Point,"[77.163893, 28.568018]",25-12-2022 13:24,FALSE
theft,Reported theft case,5,Point,"[77.065308, 28.482463]",31-01-2023 13:24,TRUE
harassment,Reported incident of harassment,1,Point,"[77.18907, 28.608477]",13-12-2023 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,3,Point,"[77.458673, 28.63232]",03-04-2025 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,3,Point,"[77.503034, 28.648049]",12-08-2023 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,2,Point,"[77.396923, 28.513014]",31-08-2024 13:24,FALSE
other,Miscellaneous safety concern reported,5,Point,"[77.491318, 28.671825]",03-06-2024 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,4,Point,"[77.041097, 28.442935]",22-04-2025 13:24,FALSE
harassment,Reported incident of harassment,4,Point,"[77.235308, 28.660082]",20-09-2024 13:24,TRUE
theft,Reported theft case,2,Point,"[77.490538, 28.644632]",30-04-2023 13:24,TRUE
harassment,Reported incident of harassment,3,Point,"[77.211293, 28.644123]",23-11-2024 13:24,TRUE
harassment,Reported incident of harassment,5,Point,"[77.491082, 28.67071]",14-11-2023 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,3,Point,"[77.4193, 28.713989]",29-02-2024 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,3,Point,"[77.290237, 28.387567]",09-10-2023 13:24,FALSE
harassment,Reported incident of harassment,5,Point,"[77.221027, 28.609123]",13-06-2024 13:24,FALSE
